datetime,test case,p,mesh family,fine m,solvers m,coarse m,solver,random rhs,solution warmup steps,solution measurement steps,solution repetitions,residual norm,metadata,setup metadata,solve times,matrix and DOF map copy times,matrix permute times,solver setup times,rhs copy and permute times,solution permute and copy times,exception
2025-12-15T17:14:46.284367+00:00,continuous coefficient 2D,3,"uniform(2D,10)",S10,,,"CG(AMGX(L1_TRUNC, torch.float32), bsr_matmul=True)",False,0,1,10,6.932905232113398e-11,"{'iterations': 63, 'residual norms': [0.09285803246752775, 13.309473883112759, 9.825856411096842, 5.2284301520005565, 3.202730228875033, 1.8014516069913218, 1.000486024409673, 0.8205922587000206, 0.5678042926879104, 0.3197485544863904, 0.19812327388409803, 0.12051189831395492, 0.08183253502958705, 0.05170097317062786, 0.030149247824610974, 0.02083169987130048, 0.01545902225760589, 0.011109288777946934, 0.00785162143570022, 0.0057605858128362145, 0.003940167568538782, 0.002429386260296325, 0.001422553874796785, 0.0009343611369453739, 0.000620173793032914, 0.00039952890350518117, 0.0002541575703441261, 0.0001717236001642863, 0.00011688934975121699, 7.267878865413469e-05, 4.455681398742948e-05, 2.9622650966642378e-05, 2.054285682084794e-05, 1.4230921865347667e-05, 9.787214105299861e-06, 7.3034037292162675e-06, 5.226259028086805e-06, 3.4334843323342377e-06, 2.1983870411610408e-06, 1.4551478640344523e-06, 9.591403803263802e-07, 5.909600119242244e-07, 3.6152550338503924e-07, 2.383458294566511e-07, 1.5696150487661012e-07, 1.0067536312679065e-07, 6.531462190162393e-08, 4.5637714645657074e-08, 3.2434857641745476e-08, 2.1778432859994835e-08, 1.458269501013217e-08, 1.0275281496564345e-08, 7.198317490963451e-09, 4.822382094234912e-09, 3.229049199210069e-09, 2.248331883928315e-09, 1.5073731193856414e-09, 9.393331151030043e-10, 5.800257978635243e-10, 3.704183390566676e-10, 2.374877484988377e-10, 1.480351396302286e-10, 9.53248633836591e-11, 6.690364671925657e-11], 'preconditioner metadata': [{}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}]}",,"[4346.060546875, 1805.4716796875, 1805.5552978515625, 1806.3101806640625, 1805.3419189453125, 1810.7626953125, 1809.0079345703125, 1804.586669921875, 1804.431884765625, 1810.7762451171875]",[726.3655395507812],[0.015615999698638916],[1870.75732421875],[13.87491226196289],[51.22630310058594],
2025-12-15T17:15:15.901569+00:00,continuous coefficient 2D,3,"uniform(2D,10)",S10,,,"CG(AMGX(AGGRESIVE_L1, torch.float32), bsr_matmul=True)",False,0,1,10,,,,,,,,,,Conjugate gradient did not converge in 1200 iterations.
2025-12-15T17:15:58.353796+00:00,continuous coefficient 2D,3,"uniform(2D,10)",S10,,,"CG(AMGX(AGGRESSIVE_L1_TRUNC, torch.float32), bsr_matmul=True)",False,0,1,10,,,,,,,,,,Conjugate gradient did not converge in 1200 iterations.
2025-12-15T17:17:01.786454+00:00,continuous coefficient 2D,3,"uniform(2D,10)",S10,,,"CG(AMGX(AGGRESSIVE_CHEB_L1_TRUNC, torch.float32), bsr_matmul=True)",False,0,1,10,,,,,,,,,,Conjugate gradient did not converge in 1200 iterations.
2025-12-15T17:17:23.795565+00:00,continuous coefficient 2D,3,"uniform(2D,10)",S10,,,CUDSS,False,0,1,10,,,,,,,,,,CUDSS error: 2 at /root/dd-solvers/src/dd_solvers/cpp/cudss.cpp:100
