datetime,test case,p,mesh family,fine m,solvers m,coarse m,solver,random rhs,solution warmup steps,solution measurement steps,solution repetitions,residual norm,metadata,setup metadata,solve times,matrix and DOF map copy times,matrix permute times,solver setup times,rhs copy and permute times,solution permute and copy times,exception
2025-12-15T17:19:38.692542+00:00,continuous coefficient 2D,5,"uniform(2D,9)",S9,,,"CG(AMGX(L1_TRUNC, torch.float32), bsr_matmul=True)",False,0,1,10,9.988861640335421e-11,"{'iterations': 70, 'residual norms': [0.11521192595158775, 15.843795334576185, 13.085059746928732, 7.706133450133101, 3.317689284956116, 1.7561008661042337, 1.1515385842669064, 0.8199106089510518, 0.5775995564904802, 0.4258018300834021, 0.3630243875700154, 0.30023013612521937, 0.20803881127516766, 0.13777842398999537, 0.09269028719001877, 0.058799619368418515, 0.037566889464704926, 0.025284288796617416, 0.017937405296178467, 0.011846186234046261, 0.007549044839174149, 0.004787684073709007, 0.003127534930749128, 0.0020310751339630757, 0.001327964787588768, 0.0008821124205296355, 0.0006157762236748356, 0.0004396149481060616, 0.00031632554283735715, 0.00022798469042317277, 0.00017121470639428713, 0.00012890623836600697, 9.514107447769462e-05, 6.936405480389781e-05, 4.936654240600076e-05, 3.2894834612500416e-05, 2.1233190604228576e-05, 1.3808186594031236e-05, 9.134966140896389e-06, 6.035310698971457e-06, 3.955535730782378e-06, 2.626584477545576e-06, 1.7801113167501888e-06, 1.2034006123989818e-06, 7.99917584045987e-07, 5.312685556164052e-07, 3.626778199283536e-07, 2.5869189899888e-07, 1.895782897044169e-07, 1.4036035933463754e-07, 1.0589881833682902e-07, 8.043008584533567e-08, 5.926623741999304e-08, 4.1978230844522984e-08, 2.902767269074427e-08, 1.9689846160927128e-08, 1.30387792570181e-08, 8.510622817154205e-09, 5.567320970860798e-09, 3.6693320407309176e-09, 2.4510617311531883e-09, 1.6650042320097037e-09, 1.1595459183620945e-09, 8.303600877329954e-10, 6.080840101275709e-10, 4.507331235179501e-10, 3.398857670089812e-10, 2.5778198355466294e-10, 1.9202479937616942e-10, 1.3861604716997376e-10, 9.706428724792394e-11], 'preconditioner metadata': [{}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}]}",,"[4301.810546875, 1795.814208984375, 1795.0968017578125, 1794.323974609375, 1795.14697265625, 1795.68408203125, 1795.0203857421875, 1795.3970947265625, 1795.99462890625, 1796.208251953125]",[758.3040161132812],[0.01548799965530634],[1294.3480224609375],[8.028448104858398],[10.313471794128418],
2025-12-15T17:20:07.051664+00:00,continuous coefficient 2D,5,"uniform(2D,9)",S9,,,"CG(AMGX(AGGRESIVE_L1, torch.float32), bsr_matmul=True)",False,0,1,10,,,,,,,,,,Conjugate gradient did not converge in 1200 iterations.
2025-12-15T17:20:48.183544+00:00,continuous coefficient 2D,5,"uniform(2D,9)",S9,,,"CG(AMGX(AGGRESSIVE_L1_TRUNC, torch.float32), bsr_matmul=True)",False,0,1,10,,,,,,,,,,Conjugate gradient did not converge in 1200 iterations.
2025-12-15T17:21:48.306216+00:00,continuous coefficient 2D,5,"uniform(2D,9)",S9,,,"CG(AMGX(AGGRESSIVE_CHEB_L1_TRUNC, torch.float32), bsr_matmul=True)",False,0,1,10,,,,,,,,,,Conjugate gradient did not converge in 1200 iterations.
2025-12-15T17:22:05.756794+00:00,continuous coefficient 2D,5,"uniform(2D,9)",S9,,,CUDSS,False,0,1,10,,,,,,,,,,CUDSS error: 2 at /root/dd-solvers/src/dd_solvers/cpp/cudss.cpp:100
