datetime,test case,p,mesh family,fine m,solvers m,coarse m,solver,random rhs,solution warmup steps,solution measurement steps,solution repetitions,exception,residual norm,metadata,setup metadata,solve times,matrix and DOF map copy times,matrix permute times,solver setup times,rhs copy and permute times,solution permute and copy times
2025-12-16T13:31:16.341699+00:00,continuous coefficient 3D,4,"uniform(3D,4)",S4,,,"CG(AMGX(L1_TRUNC, torch.float32), bsr_matmul=True)",False,0,1,10,Conjugate gradient did not converge in 1200 iterations.,,,,,,,,,
2025-12-16T13:31:46.254473+00:00,continuous coefficient 3D,4,"uniform(3D,4)",S4,,,"CG(AMGX(AGGRESIVE_L1, torch.float32), bsr_matmul=True)",False,0,1,10,,7.595853730298844e-10,"{'iterations': 598, 'residual norms': [0.7624113857529661, 0.7090365006008145, 1.6397289749916668, 2.292933488222515, 2.8397642497175535, 3.046257809399727, 2.5831276734127493, 1.8093107040827572, 1.7094531024484045, 1.5213117402988503, 1.4111808134695334, 1.403774316279478, 1.3058237460572184, 0.9964997750663682, 0.8089298393110181, 0.7112314191371141, 0.7026157184152971, 0.6628277927530932, 0.5739054743125693, 0.4889937729725191, 0.3927809428994838, 0.348259618429394, 0.29549762097671123, 0.28971900945904855, 0.28462439090200997, 0.27366730740120354, 0.2603323104939887, 0.2408256903749656, 0.21541162582226955, 0.1867114641961968, 0.17075160855750446, 0.15566845996718598, 0.14914927579442427, 0.13904182286049768, 0.1288735564749918, 0.1153725046374215, 0.10742101027196393, 0.10702943562885399, 0.1063404656564781, 0.10026591590000118, 0.08734949395674377, 0.07773129227535672, 0.07187073783690186, 0.06990012199727116, 0.06979095838111547, 0.07023896236149475, 0.06797556874857635, 0.06329461157265473, 0.05768207427372855, 0.053632318899599504, 0.05039277990965082, 0.04504154749501657, 0.03741478186726612, 0.029517669666916314, 0.024354935014805346, 0.02121520058555345, 0.01893495962063085, 0.016991216810498023, 0.015407721776722411, 0.014393958788005229, 0.01351360485403581, 0.012509787782579258, 0.011475975829387733, 0.010429326348435661, 0.009360704552564554, 0.008493496437312203, 0.007872154064308244, 0.00753775270361397, 0.007279621383769213, 0.006830724890147687, 0.00619020044948036, 0.005487658139884853, 0.004997104712130565, 0.004571819997562689, 0.004269546871513575, 0.004139216792024873, 0.004191516311067944, 0.004302351808013086, 0.004271317078902006, 0.004140912396489023, 0.003956825847238272, 0.003776326398251619, 0.0036174358835552437, 0.0035402987078903144, 0.003533731110433682, 0.003525210364645955, 0.0034474345683434995, 0.003291197893890259, 0.0030864091916015723, 0.0028570619168345815, 0.0026463212319283017, 0.0024685981539576533, 0.002317823365341493, 0.0021311750773393384, 0.001904854954654633, 0.0016717453487794399, 0.001466620669837055, 0.0013219060411778652, 0.0012089971154043452, 0.0010978216763471752, 0.0009837074242647398, 0.000876427997442608, 0.0007821144192215258, 0.0007041626221155466, 0.000647273542001424, 0.0006071026489509975, 0.0005843623483415163, 0.0005750533471316506, 0.0005741073803355244, 0.0005688194765210962, 0.0005517875075091649, 0.0005182926497087489, 0.00048652685968537723, 0.00046336973746758167, 0.00044807009397360566, 0.00043784678591828144, 0.00041966381787392036, 0.00039004724568666, 0.00035454584500701965, 0.0003230421289733344, 0.000298800315940626, 0.0002790191844309345, 0.00026239746860533557, 0.00024619949412346134, 0.0002323852399171531, 0.00022182305677434836, 0.0002151013748446493, 0.00020946877023960466, 0.0002029645283334273, 0.000196304388144617, 0.00019243985069553046, 0.00018992729863664848, 0.00018674557910963363, 0.0001797664702240569, 0.0001691328024582784, 0.00015677571254356368, 0.00014608053364982424, 0.00013824261170491598, 0.00013208009682638843, 0.0001247845314378749, 0.00011519435066896339, 0.00010537094860183009, 9.668170626642062e-05, 9.07858301958241e-05, 8.74214159734928e-05, 8.480815996737832e-05, 8.180894157948043e-05, 7.785456310594653e-05, 7.407238149187572e-05, 7.08837804679469e-05, 6.839205516802983e-05, 6.679547618144149e-05, 6.659943943236921e-05, 6.773911321229626e-05, 6.902001502070058e-05, 6.959781411020298e-05, 6.901557297736133e-05, 6.80339495520271e-05, 6.788653414094838e-05, 6.814047351073038e-05, 6.836263609393518e-05, 6.784150053155235e-05, 6.662575901910875e-05, 6.49441893673715e-05, 6.298193648690639e-05, 6.0855047274872343e-05, 5.9198420857716384e-05, 5.7514006697690435e-05, 5.534891133579971e-05, 5.2886417939624344e-05, 5.010663124287558e-05, 4.7822971455687544e-05, 4.6151130944372755e-05, 4.474596597251866e-05, 4.3136936455037275e-05, 4.12573346920616e-05, 3.945461479936557e-05, 3.813703022663179e-05, 3.72157851996147e-05, 3.6544452394659475e-05, 3.596572696427259e-05, 3.526330901906421e-05, 3.4535594804499654e-05, 3.3715123027236956e-05, 3.27309523096339e-05, 3.154874027433759e-05, 3.0110942027634563e-05, 2.8731817725986818e-05, 2.7358929567760644e-05, 2.6271231710291243e-05, 2.5204780677702653e-05, 2.419251082478315e-05, 2.3270035279001243e-05, 2.254226662128766e-05, 2.202299692306193e-05, 2.161228743996031e-05, 2.1080813430762622e-05, 2.0416786927975225e-05, 1.994429944007576e-05, 1.995100874196455e-05, 2.0129769312652543e-05, 2.0340872428531427e-05, 2.029440274957042e-05, 2.0168955673493596e-05, 2.0099611377335926e-05, 2.0128885474323524e-05, 1.9978304377434123e-05, 1.965323303556029e-05, 1.92052881626645e-05, 1.8806270288860184e-05, 1.8439663784509777e-05, 1.8066736839179027e-05, 1.7516972953639195e-05, 1.691181741643901e-05, 1.6176568995576596e-05, 1.5426721918293057e-05, 1.4741031377367201e-05, 1.4133721669018456e-05, 1.3668898391955343e-05, 1.329042463862229e-05, 1.296823437204459e-05, 1.2701239408508159e-05, 1.2450077924970092e-05, 1.2220057729914316e-05, 1.2041533522790917e-05, 1.1919339156033287e-05, 1.1881538024534594e-05, 1.1918997953235038e-05, 1.1970870885156254e-05, 1.1951043387867665e-05, 1.175520850474551e-05, 1.1494081742778106e-05, 1.1176997849191743e-05, 1.076957379447859e-05, 1.0358570742932123e-05, 1.0013664494180658e-05, 9.804426583771756e-06, 9.657811255659395e-06, 9.45947050056765e-06, 9.172814538058611e-06, 8.81226902517839e-06, 8.533197332157311e-06, 8.335570768947565e-06, 8.137663383654638e-06, 7.97070579676184e-06, 7.762954832620523e-06, 7.632314211239351e-06, 7.533823433155455e-06, 7.403622075826774e-06, 7.253218156302285e-06, 7.105405486931083e-06, 7.014607979951618e-06, 7.000189573543856e-06, 6.993305427160151e-06, 6.959925459571902e-06, 6.878695842481842e-06, 6.733040532451346e-06, 6.548585218607711e-06, 6.326005953568972e-06, 6.097315575233621e-06, 5.9182399061515936e-06, 5.766084045062542e-06, 5.6091828014587295e-06, 5.4524056205033825e-06, 5.292167937449391e-06, 5.093431376054982e-06, 4.892002028310183e-06, 4.714491154303502e-06, 4.551879228150778e-06, 4.4311897145151805e-06, 4.30179494735043e-06, 4.212838329598851e-06, 4.112974529594574e-06, 4.0232413480639725e-06, 3.947951899134251e-06, 3.861180696436262e-06, 3.7871703077303837e-06, 3.710637459158999e-06, 3.6310856674049593e-06, 3.5338317601402047e-06, 3.393058010165546e-06, 3.2509000411386213e-06, 3.1114645960505417e-06, 2.985552783798743e-06, 2.8661859452099464e-06, 2.7373522036838662e-06, 2.5982010203055975e-06, 2.472172949141753e-06, 2.3792330240637887e-06, 2.310439742394433e-06, 2.2344466031929926e-06, 2.1568530356439005e-06, 2.0936880065228513e-06, 2.045231302786949e-06, 2.0137850494774195e-06, 1.9852732514566667e-06, 1.9637218748413594e-06, 1.943583933533217e-06, 1.9307106586007055e-06, 1.922139560851675e-06, 1.9083157119674293e-06, 1.8820253771667827e-06, 1.8494725291618674e-06, 1.8153510805991155e-06, 1.7812738881852446e-06, 1.744427310360202e-06, 1.699357761565764e-06, 1.6505381578413705e-06, 1.5957646257880428e-06, 1.5334453287081328e-06, 1.4758619059577665e-06, 1.4187109073287197e-06, 1.3673954014848e-06, 1.3103013694084647e-06, 1.2543444583415602e-06, 1.1922525945514682e-06, 1.1308988775646907e-06, 1.0707584357874472e-06, 1.0101475047353574e-06, 9.59880805662267e-07, 9.196996790093846e-07, 8.784139694556031e-07, 8.350424911951488e-07, 7.911768939466236e-07, 7.507792945995723e-07, 7.189751192634539e-07, 6.9274431237057e-07, 6.682339530217834e-07, 6.434682253634777e-07, 6.185088917299169e-07, 5.956385318677187e-07, 5.772325071994023e-07, 5.618630801244374e-07, 5.497613632492192e-07, 5.411185342743364e-07, 5.333184785872062e-07, 5.25479609670296e-07, 5.185013731675208e-07, 5.112241039154365e-07, 5.09182852084542e-07, 5.104573219441489e-07, 5.093766530155156e-07, 5.0756124621309e-07, 5.003471263502434e-07, 4.954459564731879e-07, 4.927503542078354e-07, 4.939353640230799e-07, 4.950469329146694e-07, 4.932108656875603e-07, 4.879664250753623e-07, 4.832042022385347e-07, 4.782271383921137e-07, 4.7501461941122723e-07, 4.723334550766717e-07, 4.690243908460115e-07, 4.624685517409827e-07, 4.523729621352371e-07, 4.4459868654851646e-07, 4.3660425275823377e-07, 4.2897879381194734e-07, 4.21333637740171e-07, 4.1116356684817787e-07, 3.998893909871669e-07, 3.8827827931137274e-07, 3.7613852536924244e-07, 3.672286566727045e-07, 3.5909981163893546e-07, 3.522213434532678e-07, 3.461817761527727e-07, 3.3816273658966366e-07, 3.3132782306269297e-07, 3.25744812997881e-07, 3.2010535006087704e-07, 3.1477156084820217e-07, 3.1007747399267166e-07, 3.028527682716272e-07, 2.963967252013136e-07, 2.9045997789626996e-07, 2.845457062080639e-07, 2.7994396351089574e-07, 2.751183986141827e-07, 2.70816930365652e-07, 2.675955312429391e-07, 2.6388798188973743e-07, 2.6114654848130265e-07, 2.593680051017912e-07, 2.573066823952673e-07, 2.559941363019515e-07, 2.5417166148820093e-07, 2.515303103126812e-07, 2.502873320338813e-07, 2.485083239617216e-07, 2.4801910049696824e-07, 2.4708994288671287e-07, 2.459583539631476e-07, 2.4439458829701454e-07, 2.4282228148144613e-07, 2.4301043649978565e-07, 2.435132218252346e-07, 2.4405078807322385e-07, 2.4513649550104876e-07, 2.451057188693584e-07, 2.4483499523626906e-07, 2.447675213154845e-07, 2.4613564048410407e-07, 2.481289755972324e-07, 2.487978530667452e-07, 2.484359595726824e-07, 2.4570218263956875e-07, 2.4246399575856327e-07, 2.385440695331259e-07, 2.3445006481328544e-07, 2.290695998547475e-07, 2.2324145398363346e-07, 2.1675550209238449e-07, 2.1049337128768916e-07, 2.0436158653696822e-07, 1.983075233914292e-07, 1.9236128545285075e-07, 1.8713542545385759e-07, 1.8247928861121645e-07, 1.7804575021082528e-07, 1.7407750859025607e-07, 1.7100222003999217e-07, 1.6924168600439306e-07, 1.6796410940150133e-07, 1.660203714219908e-07, 1.6458956976550107e-07, 1.6350783524512593e-07, 1.6300811561196396e-07, 1.6202434506155857e-07, 1.6135747965825704e-07, 1.5982359721183345e-07, 1.5857581838525552e-07, 1.5706803907319606e-07, 1.5555298852898224e-07, 1.5282189682305774e-07, 1.4970149741462697e-07, 1.459002527737009e-07, 1.4191196708707723e-07, 1.3819771045921651e-07, 1.3482338599618003e-07, 1.318792437165629e-07, 1.2906865224488788e-07, 1.2597900182957634e-07, 1.2272359587652914e-07, 1.1936070821118647e-07, 1.1608671009036237e-07, 1.129060419063945e-07, 1.1031156887568309e-07, 1.07515664738236e-07, 1.0486269971026079e-07, 1.0221749194745212e-07, 9.93151993037128e-08, 9.664181394473749e-08, 9.368355344413993e-08, 9.08399869993145e-08, 8.797878856838094e-08, 8.476412993269152e-08, 8.139188751991056e-08, 7.787852426313196e-08, 7.430855432083288e-08, 7.105279222458358e-08, 6.802030152508755e-08, 6.494968123399323e-08, 6.200110017124267e-08, 5.8960172162726975e-08, 5.597460295410609e-08, 5.3254944517072525e-08, 5.068159875639112e-08, 4.842946892678678e-08, 4.6268983346428495e-08, 4.435449490077477e-08, 4.249807857298705e-08, 4.0810675565713916e-08, 3.9477764755485026e-08, 3.8384827342649256e-08, 3.7534633321587795e-08, 3.682043277700062e-08, 3.606663150708864e-08, 3.539994091131537e-08, 3.508977395323255e-08, 3.4703860207684716e-08, 3.4420089846404176e-08, 3.395214585711626e-08, 3.3472615838931604e-08, 3.285853302343732e-08, 3.221555224397601e-08, 3.1545696275178425e-08, 3.0835370537526026e-08, 3.005967709695971e-08, 2.9362324411016622e-08, 2.8609857601774207e-08, 2.800239389689805e-08, 2.724455683881685e-08, 2.649490467196442e-08, 2.575696124437606e-08, 2.5062842371949637e-08, 2.450423359730534e-08, 2.4106517849555484e-08, 2.363415353121631e-08, 2.3171726067286344e-08, 2.2542500033049126e-08, 2.191259202635107e-08, 2.125846084758933e-08, 2.0615709329821647e-08, 1.9976389590389844e-08, 1.9332844374358303e-08, 1.8591165777244074e-08, 1.7909436942745885e-08, 1.7131426782837964e-08, 1.638986386113246e-08, 1.5631283772195585e-08, 1.4927044027603913e-08, 1.429651150283312e-08, 1.367841775710741e-08, 1.314093004683946e-08, 1.2608897231532721e-08, 1.2137073730726769e-08, 1.1696494911423219e-08, 1.128013722718585e-08, 1.0949185904639761e-08, 1.0652970367542134e-08, 1.0352773464719446e-08, 1.0091343252519493e-08, 9.852653434794417e-09, 9.697505470962958e-09, 9.574432006274357e-09, 9.491880184197308e-09, 9.34929913474078e-09, 9.19659757621323e-09, 9.010910470290276e-09, 8.881329721381773e-09, 8.69609512390252e-09, 8.53129322478979e-09, 8.319612286392277e-09, 8.082017579229088e-09, 7.836708087505082e-09, 7.562943158956072e-09, 7.3066387147228664e-09, 7.048191445902966e-09, 6.791358652044818e-09, 6.548173300771635e-09, 6.286698308494893e-09, 6.054134237059977e-09, 5.82859702504716e-09, 5.611905274225427e-09, 5.4110711036231065e-09, 5.197119971891643e-09, 5.029608311119434e-09, 4.849017446780148e-09, 4.694266632300001e-09, 4.5289950320353895e-09, 4.371673340210302e-09, 4.209037270922121e-09, 4.0474410380553545e-09, 3.885034703678072e-09, 3.729400961794322e-09, 3.5818504896485114e-09, 3.433640513629219e-09, 3.298019868153406e-09, 3.170317711223993e-09, 3.049311000927445e-09, 2.9218230982489487e-09, 2.808966412936611e-09, 2.696698359997285e-09, 2.602801902857686e-09, 2.5191727521050573e-09, 2.4516271785573126e-09, 2.3834999040894307e-09, 2.3240253440435812e-09, 2.2532775134863266e-09, 2.204007472498451e-09, 2.1511064239135307e-09, 2.1041790394917057e-09, 2.055601754699122e-09, 1.986910665611478e-09, 1.931787598246679e-09, 1.8626318529787702e-09, 1.7962506040009428e-09, 1.7263526425631605e-09, 1.64659277082124e-09, 1.5635502123247549e-09, 1.4808268247993865e-09, 1.3964113429054668e-09, 1.3195025235392388e-09, 1.2441873077518478e-09, 1.1820801294316604e-09, 1.1194732092683452e-09, 1.0656925940196646e-09, 1.0138732417770601e-09, 9.674760348156573e-10, 9.23646231301015e-10, 8.861467478300435e-10, 8.55568637551056e-10, 8.27503955285207e-10, 8.015655833025928e-10, 7.788302298368717e-10, 7.595861442456752e-10], 'preconditioner metadata': [{}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}]}",,"[3003.86328125, 2910.835693359375, 2902.446044921875, 2890.05126953125, 2890.676513671875, 2898.9599609375, 2893.22412109375, 2892.769287109375, 2892.99365234375, 2906.689697265625]",[233.66563415527344],[0.016607999801635742],[119.40326690673828],[1.4617600440979004],[3.3671679496765137]
